08-10-2012 11:20:05

Radiation device: UTest
Energy: 6 MeV
Controller:	Unspecified
Measurement device:	Film
Field detector:	Film
Reference detector:	Undefined
SAD:	1000 mm
SSD:	1000 mm
Field size:	100 x 100 mm
Gantry angle: 3
Measurement medium: Unknown
Scan type:	Freescan
Scan mode:	Continuous

Points [mm]:
Inline	Crossline	Depth	Normalized field	Current field	Ratio
130.01	221.64	0.00	5.49	0.00	0.00	
130.00	221.81	0.00	5.40	0.00	0.00	
130.00	221.98	0.00	5.31	0.00	0.00	
130.00	222.15	0.00	5.20	0.00	0.00	
129.99	222.32	0.00	5.11	0.00	0.00	
129.99	222.49	0.00	5.01	0.00	0.00	
129.98	222.66	0.00	4.93	0.00	0.00	
129.98	222.83	0.00	4.86	0.00	0.00	
129.98	223.00	0.00	4.79	0.00	0.00	
129.97	223.17	0.00	4.73	0.00	0.00	
129.97	223.34	0.00	4.68	0.00	0.00	
129.97	223.51	0.00	4.61	0.00	0.00	
129.96	223.68	0.00	4.54	0.00	0.00	
129.96	223.85	0.00	4.48	0.00	0.00	
129.95	224.02	0.00	4.43	0.00	0.00	
129.95	224.19	0.00	4.36	0.00	0.00	
129.95	224.36	0.00	4.32	0.00	0.00	
129.94	224.53	0.00	4.29	0.00	0.00	
129.94	224.69	0.00	4.24	0.00	0.00	
129.94	224.86	0.00	4.20	0.00	0.00	
129.93	225.03	0.00	4.17	0.00	0.00	
129.93	225.20	0.00	4.11	0.00	0.00	
129.92	225.37	0.00	4.04	0.00	0.00	
129.92	225.54	0.00	4.00	0.00	0.00	
129.92	225.71	0.00	3.95	0.00	0.00	
129.91	225.88	0.00	3.91	0.00	0.00	
129.91	226.05	0.00	3.88	0.00	0.00	
129.91	226.22	0.00	3.85	0.00	0.00	
129.90	226.39	0.00	3.82	0.00	0.00	
129.90	226.56	0.00	3.80	0.00	0.00	
129.90	226.73	0.00	3.75	0.00	0.00	
129.89	226.90	0.00	3.71	0.00	0.00	
129.89	227.07	0.00	3.68	0.00	0.00	
129.88	227.24	0.00	3.64	0.00	0.00	
129.88	227.41	0.00	3.60	0.00	0.00	
129.88	227.58	0.00	3.57	0.00	0.00	
129.87	227.74	0.00	3.54	0.00	0.00	
129.87	227.91	0.00	3.50	0.00	0.00	
129.87	228.08	0.00	3.47	0.00	0.00	
129.86	228.25	0.00	3.44	0.00	0.00	
129.86	228.42	0.00	3.42	0.00	0.00	
129.85	228.59	0.00	3.40	0.00	0.00	
129.85	228.76	0.00	3.38	0.00	0.00	
129.85	228.93	0.00	3.35	0.00	0.00	
129.84	229.10	0.00	3.32	0.00	0.00	
129.84	229.27	0.00	3.30	0.00	0.00	
129.84	229.44	0.00	3.28	0.00	0.00	
129.83	229.61	0.00	3.25	0.00	0.00	
129.83	229.78	0.00	3.24	0.00	0.00	
129.82	229.95	0.00	3.21	0.00	0.00	
129.82	230.12	0.00	3.18	0.00	0.00	
129.82	230.29	0.00	3.15	0.00	0.00	
129.81	230.46	0.00	3.13	0.00	0.00	
129.81	230.63	0.00	3.12	0.00	0.00	
129.81	230.79	0.00	3.11	0.00	0.00	
129.80	230.96	0.00	3.08	0.00	0.00	
129.80	231.13	0.00	3.06	0.00	0.00	
129.80	231.30	0.00	3.03	0.00	0.00	
129.79	231.47	0.00	3.00	0.00	0.00	
129.79	231.64	0.00	2.99	0.00	0.00	
129.78	231.81	0.00	2.97	0.00	0.00	
129.78	231.98	0.00	2.97	0.00	0.00	
129.78	232.15	0.00	2.97	0.00	0.00	
129.77	232.32	0.00	2.95	0.00	0.00	
129.77	232.49	0.00	2.94	0.00	0.00	
129.77	232.66	0.00	2.92	0.00	0.00	
129.76	232.83	0.00	2.90	0.00	0.00	
129.76	233.00	0.00	2.89	0.00	0.00	
129.75	233.17	0.00	2.88	0.00	0.00	
129.75	233.34	0.00	2.87	0.00	0.00	
129.75	233.51	0.00	2.87	0.00	0.00	
129.74	233.68	0.00	2.85	0.00	0.00	
129.74	233.84	0.00	2.83	0.00	0.00	
129.74	234.01	0.00	2.81	0.00	0.00	
129.73	234.18	0.00	2.79	0.00	0.00	
129.73	234.35	0.00	2.77	0.00	0.00	
129.72	234.52	0.00	2.76	0.00	0.00	
129.72	234.69	0.00	2.75	0.00	0.00	
129.72	234.86	0.00	2.74	0.00	0.00	
129.71	235.03	0.00	2.73	0.00	0.00	
129.71	235.20	0.00	2.72	0.00	0.00	
129.71	235.37	0.00	2.70	0.00	0.00	
129.70	235.54	0.00	2.66	0.00	0.00	
129.70	235.71	0.00	2.64	0.00	0.00	
129.70	235.88	0.00	2.62	0.00	0.00	
129.69	236.05	0.00	2.60	0.00	0.00	
129.69	236.22	0.00	2.59	0.00	0.00	
129.68	236.39	0.00	2.59	0.00	0.00	
129.68	236.56	0.00	2.58	0.00	0.00	
129.68	236.73	0.00	2.56	0.00	0.00	
129.67	236.89	0.00	2.56	0.00	0.00	
129.67	237.06	0.00	2.55	0.00	0.00	
129.67	237.23	0.00	2.53	0.00	0.00	
129.66	237.40	0.00	2.52	0.00	0.00	
129.66	237.57	0.00	2.52	0.00	0.00	
129.65	237.74	0.00	2.51	0.00	0.00	
129.65	237.91	0.00	2.50	0.00	0.00	
129.65	238.08	0.00	2.49	0.00	0.00	
129.64	238.25	0.00	2.46	0.00	0.00	
129.64	238.42	0.00	2.45	0.00	0.00	
129.64	238.59	0.00	2.43	0.00	0.00	
129.63	238.76	0.00	2.43	0.00	0.00	
129.63	238.93	0.00	2.43	0.00	0.00	
129.62	239.10	0.00	2.42	0.00	0.00	
129.62	239.27	0.00	2.42	0.00	0.00	
129.62	239.44	0.00	2.41	0.00	0.00	
129.61	239.61	0.00	2.39	0.00	0.00	
129.61	239.78	0.00	2.38	0.00	0.00	
129.61	239.94	0.00	2.36	0.00	0.00	
129.60	240.11	0.00	2.36	0.00	0.00	
129.60	240.28	0.00	2.36	0.00	0.00	
129.59	240.45	0.00	2.35	0.00	0.00	
129.59	240.62	0.00	2.35	0.00	0.00	
129.59	240.79	0.00	2.34	0.00	0.00	
129.58	240.96	0.00	2.32	0.00	0.00	
129.58	241.13	0.00	2.31	0.00	0.00	
129.58	241.30	0.00	2.30	0.00	0.00	
129.57	241.47	0.00	2.29	0.00	0.00	
129.57	241.64	0.00	2.28	0.00	0.00	
129.57	241.81	0.00	2.28	0.00	0.00	
129.56	241.98	0.00	2.28	0.00	0.00	
129.56	242.15	0.00	2.26	0.00	0.00	
129.55	242.32	0.00	2.24	0.00	0.00	
129.55	242.49	0.00	2.24	0.00	0.00	
129.55	242.66	0.00	2.22	0.00	0.00	
129.54	242.83	0.00	2.21	0.00	0.00	
129.54	242.99	0.00	2.21	0.00	0.00	
129.54	243.16	0.00	2.20	0.00	0.00	
129.53	243.33	0.00	2.20	0.00	0.00	
129.53	243.50	0.00	2.19	0.00	0.00	
129.52	243.67	0.00	2.18	0.00	0.00	
129.52	243.84	0.00	2.17	0.00	0.00	
129.52	244.01	0.00	2.15	0.00	0.00	
129.51	244.18	0.00	2.13	0.00	0.00	
129.51	244.35	0.00	2.11	0.00	0.00	
129.51	244.52	0.00	2.11	0.00	0.00	
129.50	244.69	0.00	2.10	0.00	0.00	
129.50	244.86	0.00	2.09	0.00	0.00	
129.49	245.03	0.00	2.08	0.00	0.00	
129.49	245.20	0.00	2.08	0.00	0.00	
129.49	245.37	0.00	2.08	0.00	0.00	
129.48	245.54	0.00	2.07	0.00	0.00	
129.48	245.71	0.00	2.07	0.00	0.00	
129.48	245.88	0.00	2.07	0.00	0.00	
129.47	246.04	0.00	2.06	0.00	0.00	
129.47	246.21	0.00	2.05	0.00	0.00	
129.47	246.38	0.00	2.05	0.00	0.00	
129.46	246.55	0.00	2.04	0.00	0.00	
129.46	246.72	0.00	2.04	0.00	0.00	
129.45	246.89	0.00	2.03	0.00	0.00	
129.45	247.06	0.00	2.03	0.00	0.00	
129.45	247.23	0.00	2.03	0.00	0.00	
129.44	247.40	0.00	2.03	0.00	0.00	
129.44	247.57	0.00	2.03	0.00	0.00	
129.44	247.74	0.00	2.03	0.00	0.00	
129.43	247.91	0.00	2.02	0.00	0.00	
129.43	248.08	0.00	2.01	0.00	0.00	
129.42	248.25	0.00	2.00	0.00	0.00	
129.42	248.42	0.00	2.00	0.00	0.00	
129.42	248.59	0.00	2.00	0.00	0.00	
129.41	248.76	0.00	1.99	0.00	0.00	
129.41	248.93	0.00	1.98	0.00	0.00	
129.41	249.09	0.00	1.98	0.00	0.00	
129.40	249.26	0.00	1.97	0.00	0.00	
129.40	249.43	0.00	1.96	0.00	0.00	
129.39	249.60	0.00	1.94	0.00	0.00	
129.39	249.77	0.00	1.94	0.00	0.00	
129.39	249.94	0.00	1.94	0.00	0.00	
129.38	250.11	0.00	1.93	0.00	0.00	
129.38	250.28	0.00	1.92	0.00	0.00	
129.38	250.45	0.00	1.92	0.00	0.00	
129.37	250.62	0.00	1.90	0.00	0.00	
129.37	250.79	0.00	1.89	0.00	0.00	
129.37	250.96	0.00	1.89	0.00	0.00	
129.36	251.13	0.00	1.90	0.00	0.00	
129.36	251.30	0.00	1.90	0.00	0.00	
129.35	251.47	0.00	1.91	0.00	0.00	
129.35	251.64	0.00	1.91	0.00	0.00	
129.35	251.81	0.00	1.91	0.00	0.00	
129.34	251.98	0.00	1.91	0.00	0.00	
129.34	252.14	0.00	1.89	0.00	0.00	
129.34	252.31	0.00	1.89	0.00	0.00	
129.33	252.48	0.00	1.87	0.00	0.00	
129.33	252.65	0.00	1.86	0.00	0.00	
129.32	252.82	0.00	1.86	0.00	0.00	
129.32	252.99	0.00	1.84	0.00	0.00	
129.32	253.16	0.00	1.82	0.00	0.00	
129.31	253.33	0.00	1.81	0.00	0.00	
129.31	253.50	0.00	1.80	0.00	0.00	
129.31	253.67	0.00	1.79	0.00	0.00	
129.30	253.84	0.00	1.79	0.00	0.00	
129.30	254.01	0.00	1.79	0.00	0.00	
129.29	254.18	0.00	1.79	0.00	0.00	
129.29	254.35	0.00	1.79	0.00	0.00	
129.29	254.52	0.00	1.78	0.00	0.00	
129.28	254.69	0.00	1.77	0.00	0.00	
129.28	254.86	0.00	1.76	0.00	0.00	
129.28	255.03	0.00	1.76	0.00	0.00	
129.27	255.19	0.00	1.75	0.00	0.00	
129.27	255.36	0.00	1.74	0.00	0.00	
129.27	255.53	0.00	1.74	0.00	0.00	
129.26	255.70	0.00	1.73	0.00	0.00	
129.26	255.87	0.00	1.72	0.00	0.00	
129.25	256.04	0.00	1.72	0.00	0.00	
129.25	256.21	0.00	1.72	0.00	0.00	
129.25	256.38	0.00	1.72	0.00	0.00	
129.24	256.55	0.00	1.72	0.00	0.00	
129.24	256.72	0.00	1.72	0.00	0.00	
129.24	256.89	0.00	1.72	0.00	0.00	
129.23	257.06	0.00	1.71	0.00	0.00	
129.23	257.23	0.00	1.71	0.00	0.00	
129.22	257.40	0.00	1.71	0.00	0.00	
129.22	257.57	0.00	1.70	0.00	0.00	
129.22	257.74	0.00	1.69	0.00	0.00	
129.21	257.91	0.00	1.67	0.00	0.00	
129.21	258.08	0.00	1.67	0.00	0.00	
129.21	258.24	0.00	1.66	0.00	0.00	
129.20	258.41	0.00	1.66	0.00	0.00	
129.20	258.58	0.00	1.65	0.00	0.00	
129.19	258.75	0.00	1.65	0.00	0.00	
129.19	258.92	0.00	1.64	0.00	0.00	
129.19	259.09	0.00	1.64	0.00	0.00	
129.18	259.26	0.00	1.64	0.00	0.00	
129.18	259.43	0.00	1.64	0.00	0.00	
129.18	259.60	0.00	1.64	0.00	0.00	
129.17	259.77	0.00	1.64	0.00	0.00	
129.17	259.94	0.00	1.64	0.00	0.00	
129.16	260.11	0.00	1.64	0.00	0.00	
129.16	260.28	0.00	1.63	0.00	0.00	
129.16	260.45	0.00	1.63	0.00	0.00	
129.15	260.62	0.00	1.62	0.00	0.00	
129.15	260.79	0.00	1.62	0.00	0.00	
129.15	260.96	0.00	1.61	0.00	0.00	
129.14	261.13	0.00	1.61	0.00	0.00	
129.14	261.29	0.00	1.60	0.00	0.00	
129.14	261.46	0.00	1.60	0.00	0.00	
129.13	261.63	0.00	1.60	0.00	0.00	
129.13	261.80	0.00	1.59	0.00	0.00	
129.12	261.97	0.00	1.59	0.00	0.00	
129.12	262.14	0.00	1.58	0.00	0.00	
129.12	262.31	0.00	1.58	0.00	0.00	
129.11	262.48	0.00	1.57	0.00	0.00	
129.11	262.65	0.00	1.56	0.00	0.00	
129.11	262.82	0.00	1.54	0.00	0.00	
129.10	262.99	0.00	1.54	0.00	0.00	
129.10	263.16	0.00	1.53	0.00	0.00	
129.09	263.33	0.00	1.53	0.00	0.00	
129.09	263.50	0.00	1.54	0.00	0.00	
129.09	263.67	0.00	1.55	0.00	0.00	
129.08	263.84	0.00	1.55	0.00	0.00	
129.08	264.01	0.00	1.56	0.00	0.00	
129.08	264.18	0.00	1.56	0.00	0.00	
129.07	264.34	0.00	1.56	0.00	0.00	
129.07	264.51	0.00	1.55	0.00	0.00	
129.06	264.68	0.00	1.55	0.00	0.00	
129.06	264.85	0.00	1.54	0.00	0.00	
129.06	265.02	0.00	1.53	0.00	0.00	
129.05	265.19	0.00	1.53	0.00	0.00	
129.05	265.36	0.00	1.52	0.00	0.00	
129.05	265.53	0.00	1.52	0.00	0.00	
129.04	265.70	0.00	1.51	0.00	0.00	
129.04	265.87	0.00	1.51	0.00	0.00	
129.04	266.04	0.00	1.50	0.00	0.00	
129.03	266.21	0.00	1.50	0.00	0.00	
129.03	266.38	0.00	1.49	0.00	0.00	
129.02	266.55	0.00	1.49	0.00	0.00	
129.02	266.72	0.00	1.49	0.00	0.00	
129.02	266.89	0.00	1.49	0.00	0.00	
129.01	267.06	0.00	1.49	0.00	0.00	
129.01	267.23	0.00	1.48	0.00	0.00	
129.01	267.39	0.00	1.48	0.00	0.00	
129.00	267.56	0.00	1.48	0.00	0.00	
129.00	267.73	0.00	1.49	0.00	0.00	
128.99	267.90	0.00	1.49	0.00	0.00	
128.99	268.07	0.00	1.49	0.00	0.00	
128.99	268.24	0.00	1.48	0.00	0.00	
128.98	268.41	0.00	1.48	0.00	0.00	
128.98	268.58	0.00	1.47	0.00	0.00	
128.98	268.75	0.00	1.47	0.00	0.00	
128.97	268.92	0.00	1.47	0.00	0.00	
128.97	269.09	0.00	1.47	0.00	0.00	
128.96	269.26	0.00	1.46	0.00	0.00	
128.96	269.43	0.00	1.46	0.00	0.00	
128.96	269.60	0.00	1.46	0.00	0.00	
128.95	269.77	0.00	1.46	0.00	0.00	
128.95	269.94	0.00	1.46	0.00	0.00	
128.95	270.11	0.00	1.46	0.00	0.00	
128.94	270.28	0.00	1.46	0.00	0.00	
128.94	270.44	0.00	1.45	0.00	0.00	
128.94	270.61	0.00	1.45	0.00	0.00	
128.93	270.78	0.00	1.45	0.00	0.00	
128.93	270.95	0.00	1.44	0.00	0.00	
128.92	271.12	0.00	1.44	0.00	0.00	
128.92	271.29	0.00	1.43	0.00	0.00	
128.92	271.46	0.00	1.42	0.00	0.00	
128.91	271.63	0.00	1.42	0.00	0.00	
128.91	271.80	0.00	1.42	0.00	0.00	
128.91	271.97	0.00	1.42	0.00	0.00	
128.90	272.14	0.00	1.42	0.00	0.00	
128.90	272.31	0.00	1.42	0.00	0.00	
128.89	272.48	0.00	1.42	0.00	0.00	
128.89	272.65	0.00	1.42	0.00	0.00	
128.89	272.82	0.00	1.42	0.00	0.00	
128.88	272.99	0.00	1.43	0.00	0.00	
128.88	273.16	0.00	1.43	0.00	0.00	
128.88	273.33	0.00	1.43	0.00	0.00	
128.87	273.49	0.00	1.43	0.00	0.00	
128.87	273.66	0.00	1.43	0.00	0.00	
128.86	273.83	0.00	1.42	0.00	0.00	
128.86	274.00	0.00	1.41	0.00	0.00	
128.86	274.17	0.00	1.40	0.00	0.00	
128.85	274.34	0.00	1.39	0.00	0.00	
128.85	274.51	0.00	1.39	0.00	0.00	
128.85	274.68	0.00	1.39	0.00	0.00	
128.84	274.85	0.00	1.39	0.00	0.00	
128.84	275.02	0.00	1.39	0.00	0.00	
128.84	275.19	0.00	1.39	0.00	0.00	
128.83	275.36	0.00	1.38	0.00	0.00	
128.83	275.53	0.00	1.38	0.00	0.00	
128.82	275.70	0.00	1.38	0.00	0.00	
128.82	275.87	0.00	1.38	0.00	0.00	
128.82	276.04	0.00	1.38	0.00	0.00	
128.81	276.21	0.00	1.37	0.00	0.00	
128.81	276.38	0.00	1.37	0.00	0.00	
128.81	276.54	0.00	1.37	0.00	0.00	
128.80	276.71	0.00	1.37	0.00	0.00	
128.80	276.88	0.00	1.37	0.00	0.00	
128.79	277.05	0.00	1.37	0.00	0.00	
128.79	277.22	0.00	1.37	0.00	0.00	
128.79	277.39	0.00	1.37	0.00	0.00	
128.78	277.56	0.00	1.37	0.00	0.00	
128.78	277.73	0.00	1.36	0.00	0.00	
128.78	277.90	0.00	1.36	0.00	0.00	
128.77	278.07	0.00	1.36	0.00	0.00	
